,Id,Texto,Re-Teewts,Likes
36,1582693189277732865,RT @Enrique_GomezM: Para que Gustavo Bolívar (@GustavoBolivar) deje de llamarnos mentirosos. Este es el pupitrazo por 400 billones de @Davi…,1787,0
37,1582692736473640961,"RT @Enrique_GomezM: #UnIndultoPara Nadie que haya decapitado a motociclistas, incendiado bienes públicos o privados, secuestrado, extorsion…",450,0
38,1582692347103825921,"Los 50 mil son los nuevos 20 mil! 
Felicidades!🍾",409,1654
39,1582691897424121856,RT @jorgeeduardoex1: https://t.co/FzQ6IP87FM,593,0
40,1582690888676872192,Vea pues ! Ventajosos y venenosos los “influ” https://t.co/reA7xmWogS,61,150
41,1580891732098502656,Me pego!! https://t.co/7nZSoDd8fn,524,2420
42,1580534633443209216,"RT @90210Julian: Ni al feminismo le importa la mujer, ni al comunismo le importan los pobres.",91,0
43,1580524740564766720,"RT @piedefalafel: #UnEnemigoEs cada idiota útil de la bodega petrista, que trina como un zombie el libreto que les guanumean a diario.",48,0
44,1580524359541616640,"RT @MiguelPoloP: Convocados TODOS los empresarios, taxistas, mototaxistas, iglesias evangélicas y católicas, galleros, trabajadores del sec…",3644,0
45,1580523722339151872,"@matador000
“EL CONSOLADOR PETRISTE”",5,35
46,1580522570540982273,Si alguien necesita un consolador … matador lo reemplazará inmediatamente! https://t.co/5GqBt7XsCx,482,1723
47,1579086890342707200,😝😝😝😝 https://t.co/aNLv84OJl2,47,163
48,1579086437345300480,RT @cbetancurvargas: No olvidar esta fecha https://t.co/YhUAe5Y4XX,384,0
49,1579086088366600198,🤣🤣🤣🤣 https://t.co/UreI446tpL,194,447
50,1579085208124796929,"RT @SantiagoSernaOs: ¿Ya evacuaron San Andrés y Providencia como propuso hacerlo hace un año Gustavo Petro siendo candidato? 

Hablar y cri…",678,0
51,1579085173911584779,"RT @realmalpa4ever: ""El gobierno de duque dejó pagos varios huracanes para sabotear el gobierno de Petro""

-Cualquier petrista-",604,0
52,1579083385674559488,Ajjajajajajja está haciendo su propio Reality 🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/GtWJ8rJqpH,769,1766
53,1579083151317831681,RT @JuanDiegoAdmr: Así fue abucheada Maria José Pizarro. Llama mucho la atención como graba a los manifestantes ¿Qué va a hacer? https://t.…,1280,0
54,1579082734903103488,Jajajajaja CARE concreto! https://t.co/fMJ2Bzb74k,54,244
55,1579082258048114689,RT @MONYRODRIGUEZOF: No hay derecho 😡😡😡😡 esos perritos no pueden seguir ahí señores @ProteccionPonal @QuinteroCalle @AlcaldiadeMed,624,0
56,1579082105908183041,"CARIPELADA , PILTRAFA Y CÍNICA! https://t.co/nxmP4FNrHW",232,740
57,1579081909728342016,"RT @MiguelUribeT: Muchas gracias Julián por apoyo y tu generoso mensaje. Trabajo con convicción y con la fe intacta.

Entre todos defendere…",266,0
58,1579081872755159040,"RT @jbagbam: Viendo a @MiguelUribeT en el Congreso, los bogotanos deberían darse cuenta el lujo de alcalde que se perdieron por elegir a es…",1827,0
59,1579081560774647808,"RT @ArgiroCasta888: 10 cajas con mertiolate , curitas y acetaminofen es el gran aporte del gobierno de ese malparido para enfrentar las des…",689,0
60,1579080388148105222,"Canten conmigo…
“PARECES UNA NENA 
La la la la la la Oh Oh NENA” https://t.co/8SQVM5ZNGF",942,3109
61,1579079825230561280,RT @JuliaCorreaNutt: ¡Vamos a recuperar a Medellín! https://t.co/Srtuul9V9F,284,0
62,1579079723359285248,RT @luzmabe1959: Eso debería ser mundial 👏 https://t.co/5GRRfTa1jh,1339,0
63,1579079384866381824,RT @LucasArnau: Hoy en el foto shoot de la portada de nuestros nuevo sencillo @Marbelle30 🎙🤟🏻🙏🏻📸🔥 https://t.co/xQeFiSQQe6,106,0
64,1579079280168161283,"RT @Marbelle30: Pero por qué están preocupados por el mesías @petrogustavo ?  
 Si él escribió los 10 mandamientos, le rasuró el bigote a H…",3702,0
65,1578701982415847424,"RT @MariaFdaCabal: Al Alcalde Emperador ""Pinturita"" Quintero habrá que recordarle que ni Uribe ni el CD han tenido jamás que ver con UNE. ¡…",3250,0
66,1578355698106134528,"RT @everstrongever: Hoy están penando periodistas, actores e incluso ciudadanos del común que apoyaron el señor Petro.

Serán también respo…",463,0
67,1578354648922017799,RT @CeDemocratico: “Es inconcebible que en solo 48 horas se pretenda aprobar un nuevo texto que tiene más de 50 modificaciones a los artícu…,793,0
68,1578354431262760960,Mejor aún ! LES TENGO PARCHE PARA EL 22 https://t.co/xGSINtde8w,57,173
69,1578219520027545600,Les tengo parche para el 29 🤣 https://t.co/i4SzN55uLf,78,194
70,1578218269609267201,"RT @everstrongever: Los que tienen dinero sáquenlo de aquí.

Los que iban a invertir detengan sus inversiones.

Los que no tienen pasaporte…",508,0
71,1578218170821009409,"RT @MiguelUribeT: Desafortunadamente acaban de negar nuestra ponencia que rechazaba la tributaria pues aumenta el desempleo, la pobreza y l…",2573,0
72,1578217830410919936,Así como cuando celebran que se ganaron el premio gordo …,499,2181
73,1578215344283549699,RT @AlertaCol: ATENCIÓN. Audio filtrado de @GustavoBolivar en el que pide que antes de la marcha del 29 de Octubre se  apruebe la reforma t…,3568,0
74,1578215195117133825,RT @MarceloCezan: Reforma tributaria es innecesaria. Hay aproximadamente 50 billones al año que se van a los bolsillos de los corruptos. Co…,37,0
75,1578214953877753857,Se les advirtió 😩 https://t.co/5xs4FkA9yj,124,284
76,1578004559242330112,RT @MargaritaRepo: Nada más indecoroso que ver a los animalistas durmiendo sobre plumones de ganso.,898,0
77,1578004064767541248,"Eso es mentira ! En Bogotá no hay huecos, ni existe la inseguridad… cierto? @ClaudiaLopez https://t.co/ukrMeLzgnj",141,365
78,1578002892786655233,"RT @MiguelUribeT: Carta a Katherine Miranda, presidenta de la comisión tercera de Cámara, responsable de los tiempos del debate de la tribu…",2165,0
79,1578002765409882118,RT @SoyAliciaFranco: Mañana a las 7: 00 AM quieren aprobar la reforma tributaria como sea.  ¿Quiénes me acompañan a aguarles la fiesta?,534,0
80,1578002515601268741,RT @CeDemocratico: ¡Mucho ojo! Quieren aprobar una reforma tributaria en un día y sin debate. #DebateALaTributaria https://t.co/AprRip0mE3,923,0
81,1578002417790210050,RT @NubiaSMartinez: ¡OJO! quieren debatir y aprobar la reforma tributaria en un día.  Esas 364 páginas pueden representar un freno para la…,661,0
82,1577645502379737089,"RT @AgustinLaje: ¡Cómo disfrutan de los lujos los izquierdistas que llegaron al poder en Colombia! TV de 27 millones, plumones de ganso, y…",7630,0
83,1577644708708454405,"RT @lcvelez: Se revienta la inflación, las tasas de interés en el cielo, se habla de recesión global...  y ¿qué hacen en Colombia? : reform…",3150,0
84,1577644563577143297,😂😂😂😂😂🤣🤣🤣🤣 https://t.co/vMTxCBEZS9,338,938
85,1577644070872272898,"RT @MiguelUribeT: 🚨 Denuncia: el gobierno pretende que la ponencia de la tributaria, solo conocida hasta hoy, sea aprobada en primer debate…",4305,0
86,1577643996071055362,"RT @MariaFdaCabal: Vaya manera de tapar el escándalo de las compras en el gobierno Petro. Debería gobernar, en cambio de buscar defender un…",1855,0
87,1577642877173305346,"RT @SirGeor45669997: Creyeron que un tipo que solo usa Ferragamo, Carolina Herrera, Hugo Boss, Lacoste y que “descansa” en una Villa en Flo…",3238,0
88,1577630708062994433,UFFF ! El cambio 🫠 https://t.co/XL90qC6Ssm,97,236
89,1577630475878817792,Ahí les mandan a decir … PETRISTES https://t.co/MxaK6PIJjP,1028,2366
90,1576544343502245890,"RT @donlenguaweb: Así funciona la policía que defiende al Régimen de Maduro en Venezuela. Que el mundo entero lo sepa, hasta que no llegue…",5002,0
91,1576540835340234754,Que aproveche la velocidad de la luz para que se vaya a la GRNPTMRD https://t.co/DHiAoZ3D7A,744,2238
92,1576540542460043265,Este hombre es un verraco! https://t.co/5I8t5khgV7,492,1595
93,1576540076082745344,"RT @everstrongever: Parece que Henry @DirectorPolicia solo atiende las quejas de las personas afines al gobierno.

Seguimos sin respuesta.",571,0
94,1576539795672961025,"RT @ghitis: Otra mentira de Franklin Humberto Coral Garrido. Está pidiendo asilo, no es residente como lo aseguró en noviembre 2019. Es un…",573,0
95,1576537188451643393,Top GAS ! https://t.co/ImMbLI2gh9,206,1004
96,1576537120897761282,RT @omarbula: Un periodista que publica lo que sea para ganarse la vida es un prostituto...,399,0
97,1576536984339685378,RT @luzmabe1959: Por favor 😡😡 https://t.co/Gr1YHqbYkP,374,0
98,1576536802324025345,RT @LUISAM66046504: Periódico Español Ridiculizó a PETRO 💰y Su Discurso ante Las NACIONES UNIDAS …😈 https://t.co/1GV5OxJdL7,426,0
99,1576536660132921346,"RT @VargasvilCol: Como para una película de Netflix , el hombre que creó un partido, solo para llevar a su “enemigo” a la presidencia. http…",268,0
100,1576536516012441600,RT @MargaritaRepo: https://t.co/2dOmd4CknE,1164,0
101,1576186276897701889,🤣🫶 https://t.co/pimdpzo486,29,107
102,1576185190690721792,O le mandamos 800 barras ! https://t.co/yc9qSu5G2d,75,257
103,1576185070070923265,"Ayyy qué pesar…
Hagámosle una serie biográfica que se llame … de hacer MATARIFE pasé a MEQUETREFE! https://t.co/yc9qSu5G2d",1116,3056
104,1575448269513179136,"RT @MariaFdaCabal: Feministas, abortistas, agresivas. Intentar quemar la puerta de la Catedral NO es libre expresión, sino vandalismo y agr…",1650,0
105,1575447848270893057,@PoliciaColombia https://t.co/sEcx8c3Cuv,11,17
106,1575447714908839937,@PoliciaColombia https://t.co/8pBuNLKCmd,20,28
107,1575447674760880130,"RT @everstrongever: Hola Henry, @DirectorPolicia,  aquí te paso otro video que te puede ayudar a identificar.  Otra opción es sacar cartele…",1434,0
108,1575446991445917697,RT @VickyDavilaH: Un sacrilegio: mujeres desadaptadas y encapuchadas intentaron quemar la Catedral Primada en Bogotá. Qué tiempos tan trist…,3686,0
109,1575299679864197122,"RT @everstrongever: Hola Henry @DirectorPolicia:

Están vandalizando una iglesia.  

Nos sentimos hostigados y discriminados por nuestra re…",2179,0
110,1575299513216024582,🫶🥰 https://t.co/pGpG70KKy0,93,258
111,1575119278755414017,RT @LUISAM66046504: Sin VIOLENCIA PERO CON LA RAZÓN Sr PETRO…! https://t.co/La5Ooq3rOu,42,0
112,1575117278517002243,"RT @JoseLuisOpita: A propósito de animales en el congreso, y más allá de ""simbolismos"", hay q saber distinguir entre animales. Unos fingen…",40,0
113,1575116548913741826,RT @marcelamvz: El caballo 'pasaporte' ha ido a más sesiones de Congreso que Piedad Córdoba😏😏😏😏,1551,0
114,1575116423558488069,"RT @LilianaCastanoG: Colombia, país donde arman un escándalo por un caballo pero tipos como el borracho Alex Flórez y Jorge Iván  Ospina, s…",1608,0
115,1575116216368234498,🥹 son tan lindos 😂 https://t.co/FalhMmkMYs,185,326
116,1575115885454544897,"RT @Fennix73: La semana pasada:
Ayuden a los viejitos. ¿Qué son 500 mil pesos? Respeten a los viejitos. Insensibles.

Ayer:
3 viejitos cacr…",679,0
117,1575115834174881792,RT @millersoto: Salen unos videos de un par de señoras diciendo vainas sin sentido y estos gobiernistas ya quieren usarlas como símbolo de…,1149,0
118,1575115799899111425,RT @jbagbam: Vieron que ahora solo hablan de la señora racista y no de los miles de manifestantes que protestaron contra esta porquería de…,1203,0
119,1575115726012153856,"RT @MiguelPoloP: A ver izquierdistas, yo no tengo q responder ni soy responsable por el racismo de un individuo. Ni tampoco pueden generali…",1477,0
120,1575115645074669569,"RT @MiguelUribeT: Anunciamos nuevamente que presentaremos ponencia negativa a tributaria de Petro.

Gobierno lleva ponencia por mal camino:…",1528,0
121,1575115367248265218,RT @FernanMartinez: Excluir a Francia Márquez de representaciones internacionales o eventos públicos nacionales es un silencioso y sistemát…,1622,0
122,1575101494965043200,PASAPORTE DEJÓ ENANORADAS A VARIAS VACAS 😝🤣🤣🤣,576,2403
123,1575101315558313984,RT @Lauraqc88: Pet-friendly y cuando llegó PASAPORTE hasta LAS VACAS se quejaron 😁😁,79,0
124,1575100701646426112,Si! Ahora lo es ! https://t.co/9SiYZI9zaa,37,102
125,1575100344551424000,RT @JUDAN_1020: El caballo lleva media hora en el congreso y ya ha trabajado más que @SusanaBoreal,1712,0
126,1575100253610463232,"RT @JAlirioBarreraR: ¿Por qué llevé a mi caballo? Hoy quiero dejarle un mensaje de parte de 14,5 millones de campesinos colombianos, 500 mi…",2270,0
127,1575098903216922624,"RT @ANIABELLO_R: Buenos días a todos, menos a los hipócritas que se quedan callados cuando el racismo proviene de su sector ideológico. A e…",196,0
128,1575098583434436608,RT @IglesiasJulio87: ¿La Policía va a publicar carteles de Se Busca con las caras de todos los colombianos que realicen expresiones racista…,957,0
129,1575098071679045632,RT @michaelwiesner1: Angelica Lozano se pone brava porque llevaron un caballo al Congreso. El partido verde llevó una mula y nadie dijo nad…,1583,0
130,1575097958856794112,"RT @FabianRCasanare: Por lo menos ""pasaporte"" es más educado que @AlexFlorezH , el caballito no se meó. https://t.co/tTT5rApXu5",561,0
131,1575097912932986880,"RT @Expropiada2022: Pet-Friendly incluye a todas las mascotas, desde una gallina en adelante,debía Roy aclarar que solo permite la entrada…",452,0
132,1575097863935119361,Jajajajajaj pinturata! https://t.co/JujrLFLOl5,35,139
133,1575094724611825665,RT @Enrique_GomezM: ¿Gustavo Bolívar convocando a marchas o está organizando de nuevo Primera Línea para salir a aterrorizar a la ciudadaní…,2492,0
134,1575094656638984192,"RT @UnPsicologo_: Mis marchas sí, las suyas no
Mis insultos sí, los suyos no
Mi violencia sí, la suya no
Mis burlas sí, las suyas no
Mis an…",1219,0
135,1575093039395393537,En el congreso odian a los caballos pero aman a las RATAS !,1371,4235
136,1575092108675125249,@PoliciaColombia https://t.co/4L0LLwpkvR,11,12
137,1575091933177065474,"Hay que llevar al caballo todos los días ! 
Ellos lo aprobaron y el caballo es lo más honesto y decente que verán a… https://t.co/NQmvimXkrX",235,766
138,1575091712497631232,Lo que diga la señora Krusty! https://t.co/zcqiQbDsxI,15,68
139,1575091388555087873,"RT @MiguelPoloP: Un trino del pacto histórico para recordar en estos tiempos de indignación racial. Si, el pacto de la inclusión y la multi…",4290,0
140,1575091313543811074,RT @SoyAliciaFranco: Racismo cuando se meten con Francia Márquez o alguien de la izquierda. Pero cuando se meten con mi Polo Polo hermoso i…,1430,0
141,1575091199622672384,"RT @VickyDavilaH: ¿Por qué les gustan los perros y gatos de los congresistas, pero el caballito no?. Todos tienen derecho, los elefantes, l…",3342,0
142,1575091095108997120,RT @ArgiroCasta888: Mascota es mascota malparidos !!! Buena esa pariente ! https://t.co/36KrACDXsF,1054,0
143,1575090972140408837,😎 https://t.co/eDA8U3Dn9b,37,101
144,1574737980127940609,"RT @Enrique_GomezM: Renuncie Carolina Corcho, no deje sin salud a los colombianos. Este siniestro personaje es el que transformará el siste…",693,0
145,1574735648988499968,"RT @micoemputesiao: Aquí hay una diferencia muyyyyy grande, los que salimos a marchar, damos la cara, respetamos y apoyamos a nuestra fuerz…",72,0
146,1574735458458021888,"RT @MariaFdaCabal: ¡Orgullosa de mi Cali! Luego de los estragos de la toma guerrillera financiada por el narcotráfico, que disfrazaron de “…",1483,0
147,1574735428405821440,RT @MuyEnojadoSoy: Que injusticia. 😤 https://t.co/UGiAeirv2r,41,0
148,1574735206891900929,😎😎😎😎 https://t.co/ZTg1xSYuDg,257,856
149,1574734869128613889,"RT @NubiaSMartinez: “¿A quién sirve la coca? 

En la zona cocalera del Catatumbo las necesidades básicas insatisfechas, la pobreza monetari…",66,0
150,1574734549241581568,😗 https://t.co/mePHtoW5iL,62,251
151,1574734497161089024,"RT @realsantig: Según @GustavoBolivar la plaza de Bolivar se llenó con pura gente de estrato 6, si eso es así quiere decir que Colombia tie…",2485,0
152,1574734431146938370,RT @AndresPastrana_: Sabia calificación. https://t.co/uoz5m4ejW5,4418,0
153,1574734325467451392,RT @YoliRuizLon: Una de las mejores pancartas y la cargué toda la marcha. https://t.co/hB3PPnDZu9,2204,0
154,1574734160383672320,No sean así… él está combatiendo fuertemente la prostitución 😌 https://t.co/MY39hXG2DZ,81,255
155,1574733859115122689,"RT @FicoGutierrez: La ciudadanía en las calles protestando pacíficamente en contra del gobierno Petro. 
Es una movilización ciudadana, más…",6439,0
156,1574733799883419648,RT @Enrique_GomezM: Realmente #NoHayDerecho a que la cuadrilla del Pacto Histórico diga que fuimos 4 gatos. La ambición de las cuotas buroc…,4801,0
157,1574642247382999041,"RT @millersoto: ¿Sabes por qué las marchas de los verdaderos defensores de la democracia y las libertades no son noticia?

Porque no saquea…",2940,0
158,1574482072194142208,RT @Tamerlan232: @Marbelle30 @Ohrwurm14 Diferencias. Estamos en el lado correcto 🇨🇴❤️🙏 https://t.co/6p0iBqAKV3,116,0
159,1574477288745443328,Ven cómo es una marcha sin GAMINES ?,4584,17028
160,1574477220239867908,RT @Enrique_GomezM: Con la Plaza de Bolívar llena y en paz. #TodosALaCalle26S https://t.co/qHk4Qy6MQo,1513,0
161,1574477128816640003,RT @Diana__Andrade: No hay justificación alguna para responder de esta forma. Mi solidaridad con @JoseMAcevedo y todo su equipo. @ClaudiaLo…,1384,0
162,1574477034855829505,"RT @MiguelUribeT: ¡No estamos solos!

Gracias a todos los colombianos que salieron a la calle.

🇨🇴🇨🇴🇨🇴🇨🇴 https://t.co/TUSlacbBZ2",3125,0
163,1574476200805908480,RT @Enrique_GomezM: Somos millones contra la dictadura en ciernes de Petro. ¡Fuera Petro! #TodosALasCalles26S https://t.co/itlVEt4j8E,2529,0
164,1574476089958842392,"RT @MiguelUribeT: Aquí nace la esperanza para una alternativa 🇨🇴

#TodosALaCalle26S https://t.co/VLhbWVgMab",2376,0
165,1574476029535698954,RT @VargasvilCol: Los 4 pelagatos que salimos a marchar según la bodega petrista. Hasta el momento ni un vidrio roto.,1328,0
166,1574475902914011136,RT @williecolon: WOW!,4268,0
167,1574369953632747527,🤓 datos curiosos https://t.co/dMA2jG9eTc,133,312
168,1574369557241815040,"RT @PetroNoContext: Servicio social:

A @MirandaBogota se le borró este tuit. Favor RT para que pueda recuperarlo. https://t.co/s796KbppkY",4172,0
169,1574369477705498624,"RT @Vahia_: Ya no tenemos ni derecho a la información porque para @RoyBarreras mostrarlos delinquiendo en petrovideos es ""violar la intimid…",592,0
170,1574368565309865985,RT @PachoSantosC: Mañana a las 10 a.m protestamos. Alla estaré. Por dos razones: quieren acabar con el mejor sistema de salud del continent…,994,0
171,1574365024365252609,"RT @Zuletalleras: Cuando los petristas tengan que llevar a sus seres queridos a una EPS y no exista, verán la diferencia.",1822,0
172,1574364363565121536,RT @SergioNinhoA: Definitivamente lo más venenoso y contaminante del petróleo son sus primeras 5 letras.,81,0
173,1574364147868962819,"RT @dona_pily2: La rabieta de doña @ClaudiaLopez con amenaza a lo Irene,cuando @JoseMAcevedo le pregunta sobre las casas de pique en Disney…",2035,0
174,1574364069410267137,RT @MariaFdaCabal: Cali no soporta más corrupción y anarquía https://t.co/AJUJI81JAI,747,0
175,1574363757328977921,Identifíquenlo para mandarle los 800 mil pesitos! https://t.co/hicZ3rQnkz,150,268
176,1574363451014594560,Hay que DENUNCIAR https://t.co/qGn3OOPMzl,41,116
177,1574362789354815488,Esta segunda pandemia que nos está matando no es el COVID … es el PETRID!,1866,6209
178,1574362585033740288,"RT @VickyDavilaH: “Van a joder a todos los 
colombianos“, Felipe Zuleta. Aquí la portada de Semana sobre el “Pánico en la salud” https://t.…",664,0
179,1574362561729990656,"RT @Marbelle30: @ClaudiaLopez  señor sí son casa de pique y están en Bogotá , la ciudad que usted llama Disney … más bien es la casa del te…",31,0
180,1574362366602625027,"RT @VickyDavilaH: “Qué maquiavélica nos resultó la ministra”: Vargas Lleras advierte lo que busca Carolina Corcho, crear una crisis para no…",2287,0
181,1574362239821565953,😭😭😭😭🤯 https://t.co/yTxnev8vys,4,32
182,1574359869410275329,Shhhhhhhhhhhhhhhh! Cállese ! https://t.co/26eyDkwDU0,41,153
183,1574359666720636928,"RT @MariaFdaCabal: La izquierda llama “extremo” a todo lo que no está en su orilla,“extrema” a la coherencia, “extrema” a la defensa de lo…",1755,0
184,1574359598538129409,"RT @Enrique_GomezM: #TodosALaCalle26S para decirle al desgobierno de Petro que la minoría por la que se hicieron ""gobierno"" no les permite…",1699,0
185,1574359578879279104,"RT @everstrongever: La señora @ClaudiaLopez negó la existencia de casas de pique en Bogotá y se puso furiosa con @JoseMAcevedo.  

¡Salimos…",2187,0
186,1574359549183762433,"@ClaudiaLopez  señor sí son casa de pique y están en Bogotá , la ciudad que usted llama Disney … más bien es la cas… https://t.co/04zkmyKDdF",31,62
187,1574359519664427009,"@ClaudiaLopez  señor sí son casa de pique y están en Bogotá , la ciudad que usted llama Disney … más bien es la cas… https://t.co/xG6HNFrrQF",4,18
188,1574359132974596097,Hay que decir lo que a ella le sirva … https://t.co/zhv5q9nf0b,217,446
189,1574358553908879361,"RT @MiguelPoloP: ¿Listos para marchar mañana? Nos vemos en la calle! Digamos no a los negocios turbios con Venezuela,a la reforma en la sal…",2161,0
190,1574358352804446209,"RT @VargasvilCol: Lunes 26 , saliendo del Teatro Pablo Tobón Uribe de Medellín . 10 am. https://t.co/kUTBHbxaFA",1174,0
191,1573622893795311616,RT @AndresUribeVel: #RenuncieOspina  así sea el protegido de @petrogustavo  debe renunciar. https://t.co/sPVImZgK6k,78,0
192,1573621916526678016,"Quinteramente  … PetrOspinaron  a Cali ! 

Corrijo: “sinceramente” 🤣 https://t.co/c7xCVOfsm9",330,688
193,1573621112168136704,"RT @simonmolinag: El país se salió de control. 

Petro está dejando que los bandidos y criminales tengan el control. 

Lo del Bajo Cauca es…",1105,0
194,1573621075883204608,RT @ConservadorCol_: ¿Listos para marchar este 26 todos juntos? 🇨🇴🫡,792,0
195,1573620570893213696,"🫠 … sus seguidores son como él, por eso aplauden como focas https://t.co/2Sw80MB5uZ",65,217
196,1573620176016351233,"RT @MargaritaRepo: Se están robando la alcaldía de Cali, también se están robando la alcaldía de Medellín.
 
Los peores acaldes de Colombia…",954,0
197,1573504091946459139,"RT @StephBatesPress: Detrás de cada miembro de la policía o del ejercito, hay alguien que los ama y los espera en casa. #HeroesPorSiempre #…",468,0
198,1573375434514997249,"RT @FicoGutierrez: Ojalá que de las misma forma como le están poniendo la lupa a la desastrosa y corrupta Alcaldía de Ospina en Cali, tambi…",3561,0
199,1573112315666391041,"RT @coherenciaporf: Jajajajajajjajaqjqjq, Twiter no cambies, @gabodelascasas @dona_pily2 🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/3byi9ypOYG",123,0
200,1573097007341879296,"RT @Lardila83: Estas perritas llevan 3 años viviendo y cuidando un predio, en la calle 59 con 59 de #Barranquilla, en donde acaban de hacer…",271,0
201,1573096353332621312,"- Qué precio tiene el televisor? 

- 43 millones!

- excelente, deme 100!",1637,5016
