,Id,Texto,Re-Teewts,Likes
91,1582945611602857985,"RT @luismorales0621: [La regulación acabará con las mafias y la violencia asociada] 

Falso, en Colombia las solas mafias del alcohol mueve…",157,0
92,1582945585413632001,"RT @luismorales0621: [La regulación controlará el consumo que solo será en adultos] 

Falso, el consumo de alcohol que es altamente regulad…",155,0
93,1582945543495426048,"RT @luismorales0621: [La marihuana es inocua usada adecuadamente] 

Falso, está demostrado que produce daño cerebral temporal y permanente…",223,0
94,1582945068318875650,"RT @luismorales0621: Esta publicación que hace la revista @estoescambio  para promover la legalización de las drogas, incurre en una gran c…",722,0
95,1582909746260365312,"Profundo dolor me causa la muerte de Darío Gutiérrez Márquez, compañero de la Universidad de Antioquia y amigo de todas las horas",221,1112
96,1582906666877845506,"Café $2.254.000 Bolsa NY 1,92 USD Azucar 18.67 USD libra
Dolar TRM $4.815,09 (anterior $4.744,04) Euro $4.729,90
Oi… https://t.co/I3KOnRyyJ7",76,182
97,1582889816277909505,2. El ejercicio de autoridad no ha encontrado reemplazo https://t.co/nOLznXojRp,656,1292
98,1582889183302934528,1. El ejercicio de autoridad no ha encontrado reemplazo https://t.co/ab7vIlg5sm,1113,2272
99,1582738183384891392,Si se diera un plazo para que las industrias produjeran las bebidas y alimentos que en el consumo popular sustituya… https://t.co/kLSq4D1GLD,1517,3663
100,1582737491039133696,"La sobretasa tributaria a las canteras de gravas puede generar costos muy altos a la vivienda, a las obras públicas… https://t.co/t75Aa0Ecn4",1305,2643
101,1582709990611046401,Murió Rubén Darío Carrillo en Valledupar. Persona muy querida por toda la comunidad. Fue generoso para apoyar nuest… https://t.co/5BHbGba6oI,130,601
102,1582688149737988097,Con los impuestos propuestos se cerrará la minería legal. Sin la reforma y ya los impuestos son bien altos. Los paí… https://t.co/up3KgBrstu,471,770
103,1582559583385444352,"Una Reforma Tributaria moderada, por la cual, desde la oposición, luchan parlamentarios nuestros, como también creo… https://t.co/OokkM0LfGQ",994,2277
104,1582363251844599813,RT @CeDemocratico: Anderson Duque líder juvenil en Medellín narra cómo la Operación Orion contribuyó a la libertad y a la democracia. https…,831,0
105,1582362949166907392,https://t.co/m4xVMsbi5S,327,756
106,1582333284733767680,"Recuerdo al Centro Democrático, y a quienes sienten afinidad con nuestro pensamiento, la necesidad de estar en perm… https://t.co/qLCV3UVgRt",1171,3220
107,1582327428239618050,https://t.co/aeJVYZ254b,490,1216
108,1582026425741504513,"Comunidad informa:

“Doña Georgina Cano, apareció libre después de varias semanas de secuestro. No se sabe de detalles”",349,1167
109,1581992648558096387,"Primera publicación:

¿Legalización del consumo recreativo?

https://t.co/7sXXfcZsue https://t.co/XVjxqOfoMw",483,717
110,1581978984937852928,RT @eopa1981: @JorgeMarioA @AndresElGury 2002*,22,0
111,1581825390351618048,"Nuestro sentido pésame y solidaridad con nuestro compañero Jaime Amín por el fallecimiento don Juán, su padre. Expr… https://t.co/cLaeWyN6ii",467,1855
112,1581267883132190720,"Semana de Receso Escolar:

Establecida por la entonces Mineducación, Cecilia M Vélez W, durante nuestro Gobierno.… https://t.co/GWRxfIpdT7",701,2245
113,1581248671194103808,"Impuestos y regulaciones asfixiantes crean especulación que es un factor generador de alta inflación.

Mal ejemplo… https://t.co/QQetfsBw9x",1308,3263
114,1581080987026722816,"Nuestro sentido pésame al General Jorge Luis Vargas, ex Director de la Ponal, y a su familia, por el fallecimiento… https://t.co/9w2ueAfHQy",288,1122
115,1581073478811529217,"Café $2.245.000 Bolsa NY 2,02 USD Azucar 18.84 USD libra
Dolar TRM $4.636,83 (anterior $4.619,78) Euro $4.566,94
Oi… https://t.co/wqM1gUZXhp",81,237
116,1580933857062199296,"Siento mucho dolor por la partida de don Sergio Ochoa en Montería, dedicado trabajador del campo. Siempre nos apoyó… https://t.co/lxE584yf7F",175,886
117,1580886203888726017,"La amenaza de recesión sugiere un ACUERDO TÁCITO con el Banco de la República y otro explícito entre Gobierno, Cong… https://t.co/yYbpIjrUfi",1413,3834
118,1580724490996047872,"Café $2.225.000 Bolsa NY 2,02 USD Azucar 18.68 USD libra
Dolar TRM $4.619,78 (anterior $4.611,18), Euro $4.465,63
O… https://t.co/w8SorTJz5a",101,285
119,1580537117243211776,Qué gran paso para la caficultura del Suroeste de Antioquia! https://t.co/lFaERGN68C,223,516
120,1580534396935114759,"El semáforo de la reforma tributaria: lo bueno, lo malo y lo feo https://t.co/MInGO0nX7U",317,607
121,1579981295891132416,"“Sería muy útil un acuerdo tributario entre el Gobierno, Congreso, trabajadores y empresarios”… https://t.co/emiidOMF8A",355,730
122,1579900802860474371,"Falleció en Cúcuta doña Nancy Núñez, muchas veces albergó nuestras reuniones en su hotel Casino Internacional. Dolo… https://t.co/8iHtaQk9wz",304,1419
123,1579805063526379523,"Ante malos pronósticos de la economía mundial y la nuestra sería muy útil un acuerdo tributario entre Gbno, Congres… https://t.co/cSf5zzz4ip",1406,3887
124,1579781412596879362,"Caída de 8% de los bonos de Ecopetrol presagian una posible crisis, según Bloomberg https://t.co/uxIGPLPXb4",1104,1575
125,1579649438846701568,Miller es ejemplo de ser superior https://t.co/7QKoCzvC99,680,2475
126,1579519762425487367,"Me causa mucho dolor la partida de Guillermo Reina. Agricultor llanero, patriota ejemplar y noble amigo de las luch… https://t.co/vvqtpPNVJY",285,1157
127,1579461868749721600,"Empezaré de nuevo esta tortura, creada por la suposición de que compro testigos, comportamiento contrario a mi mane… https://t.co/6FyUi2hkIH",5110,15398
128,1579427099265609729,https://t.co/fg3v2LGxH6,1042,2471
129,1579260540417110019,https://t.co/ABJ4oSzsv3,1378,2529
130,1579115192990183429,"RT @AlvaroUribeVel: Foro Medellín, Octubre 8 2022 

En unas pocas palabras unas pocas ideas tan elementales que no parecen ideas. https://t…",327,0
131,1578894952406208512,"(Y Santos, lo dejarán en impunidad!)

Odebrecht: Las 5 recientes decisiones tomadas por despachos judiciales - Unid… https://t.co/4OmjZ0lDCz",893,1316
132,1578892975077462016,"Foro Medellín, 8 octubre 2022

20. El desafío de entenderse con el Gobierno Nacional exigirá a nuestros Gobernantes… https://t.co/ftiAQcSCRI",136,278
133,1578892476668317696,"Foro Medellín, 8 octubre 2022

19. No podemos permitir la desmembración del Departamento. Un ente robusto contribuy… https://t.co/gfqcbq1gp4",143,275
134,1578891368558055424,"Foro Medellín, 8 octubre 2022

18. La defensa de la solidez de la unidad territorial de Antioquia reposa en la aten… https://t.co/3tEZudLZE8",133,278
135,1578890769532071936,"Foro Medellín, 8 octubre 2022

17. Hay que reencontrar y proyectar ese Capital Social. https://t.co/VIP2SGfG4J",144,338
136,1578890506741891073,"16. La educación y la salud que sobresalieron hasta principios de los 60
del siglo anterior, la economía fraterna q… https://t.co/tqeNog2hVz",133,310
137,1578889781316292611,"Foro Medellín, 8 octubre 2022

15. Todo necesita de un gran capital social que integre trabajadores, empresarios, a… https://t.co/W4GlfAjVhb",162,373
138,1578889293711388673,"Foro Medellín, 8 octubre 2022

14. El aprendizaje rápido no es limitado, es por etapas que debe dar posibilidades d… https://t.co/jl6scjsR3n",118,240
139,1578888833952731136,"Foro Medellín, 8 octubre 2022

13. Los jóvenes todos necesitan los talleres del aprendizaje rápido de la
revolución… https://t.co/GP9aQnfEVo",140,368
140,1578887504706818050,"12.Hace siglo y medio nuestros trabajadores de la industria eran
alfabetas en un 80%, el promedio nacional era del… https://t.co/EMbb5e1P4k",102,206
141,1578885942295023617,"11.El IDEA tiene q proyectarse, como lo concibieron sus fundadores, q lo crearon con el dinero de la venta del Ferr… https://t.co/t7lbxq43e9",127,258
142,1578885118998892546,"Foro Medellín, 8 octubre 2022

10. La ciudad tiene que pensarse como que no tuviera los recursos de EPM, con auster… https://t.co/lD5mKWIWcg",135,355
143,1578871549415026688,"Foro Medellín, 8 octubre 2022

9. Empresas Públicas tiene que ser la mejor entre las públicas y privadas. La más au… https://t.co/o28wLBFaek",131,275
144,1578870935087898624,"Foro Medellín, 8 octubre 2022

8. Y otra ventaja potencial que nos desafía: armar a nuestra juventud con más y más… https://t.co/YTs9UQn9SI",112,220
145,1578870418529976321,"Foro Medellín, 8 octubre 2022

7. Tenemos dos ventajas comparativas, Empresas Públicas y el Instituto para el Desar… https://t.co/4HUXL9Vbun",144,315
146,1578848962450112512,"Foro Medellín, 8 octubre 2022

6. Destaquemos dos desafíos entre muchos: superar el hambre y dar
respuestas rápidas… https://t.co/35OQFryrGU",183,473
147,1578847835704811521,"Foro Medellín, 8 octubre 2022 

5. El futuro como el presente no se labran sino con sobriedad, austeridad,
estudio,… https://t.co/igSxkBvTcP",264,646
148,1578847097847107584,"Foro Medellín, 8 octubre 2022 

4. Esta tierra venció el aislamiento con orden y coraje para exigir seguridad. Aquí… https://t.co/aDlgVwktwV",165,393
149,1578846328054243328,"Foro Medellín, 8 octubre 2022 

3. Esta reunión tan pluralista es la expresión de muchos que quieren a
Antioquia y… https://t.co/SL0KpxpBe2",111,237
150,1578846146889670656,"Foro Medellín, 8 octubre 2022 

1. En unas pocas palabras unas pocas ideas tan elementales que no
parecen ideas.

2… https://t.co/UJyli0YAKq",116,231
151,1578796034058162177,"Foro Medellín, Octubre 8 2022 

En unas pocas palabras unas pocas ideas tan elementales que no parecen ideas. https://t.co/yfeLLZcL5i",327,597
152,1578765204229275648,"Iniciamos nuestra transmisión en vivo del Foro Académico en Medellín,Antioquia @CeDemocratico 

Siga evento aquí: 
 https://t.co/WuZyxCwJDZ",218,514
153,1578701783848796160,"Hocol, del Grupo Ecopetrol, descubrió un yacimiento de gas en un pozo de Córdoba https://t.co/zMQQjrPsWV",1121,2243
154,1578585665675333632,Nuestro sentido pésame al señor ex Ministro Alfonso Gómez Méndez por el fallecimiento de su hijo el doctor Alfonso Gómez Lugo,236,1069
155,1578585214288547841,"Café $2.405.000 Bolsa NY 2,18 USD Azucar 18.68 USD libra
Dolar TRM $4.605,29 (anterior $4.627,61), Euro $4.498,98
O… https://t.co/hG9habwn8s",84,201
156,1578424888918167552,"Falleció don Carlos Castillo, hijo de Nariño, nos apoyó muchísimo. Solidaridad a toda la familia, a don Nemesio su… https://t.co/5fwhtVtqEv",161,970
157,1578208681950294017,Líder juvenil del Centro Democrático en Medellín denuncia amenazas https://t.co/2OEF6q1hC4,520,710
158,1578110909687398403,"(La hicimos con honorabilidad, no sabemos robar)

La Refinería de Cartagena marcó un Ebitda de $2,3 billones, el má… https://t.co/Adx4XRVxBH",566,1295
159,1577826882216665089,"Café $2.445.000 Bolsa NY 2,24 USD
Azucar 17.95 USD libra
Dolar TRM $4.548,89 (anterior $4.484,74), Euro $4.528,76
O… https://t.co/OVtq1g4bQh",87,256
160,1577460088385974274,"Café $2.362.000 Bolsa NY 2,19 USD, Azucar 17.42 USD libra
Dolar TRM $4.484,74 (anterior $4.545,66), Euro $4.489,39… https://t.co/6EIh4t4ev6",95,333
161,1577324243133636611,RT @CeDemocratico: Te invitamos al Foro Académico Para cuidar a Medellín y Antioquia hay que conocerlas en el Centro Educativo Don Bosco en…,103,0
162,1577257112627023875,Foros Regionales 2022 - Centro Oriente: Santander - Centro Democrático https://t.co/wMqPnwlZAa,109,226
163,1577255181292834818,"RT @PoliciaMonteria: ¡Atención!  #AEstaHora el ganadero Salim Haddab García, fue liberado en Boscosnia - Cesar, quien había sido secuestrad…",367,0
164,1577120210246840321,Hacemos votos por la recuperación de la salud del Presidente del Senado dr Roy Barreras,555,5783
165,1577112674697367552,"RT @CeDemocratico: ""Chile puede aprender de la lamentable experiencia ocurrida en el plebiscito colombiano que hoy ustedes conmemoran porqu…",564,0
166,1577112557965684736,"RT @CeDemocratico: Para preservar la libertad hay que defenderla y trabajar por ella cada día. Isabel Díaz Ayuso, Presidenta de la Comunida…",499,0
167,1577032434616393728,"¿Cuál Verdad? 

Cartilla CD. Primera aproximación alternativa al informe de la Comisión de la Verdad 

'Las voces d… https://t.co/ceeG12vaEH",397,605
168,1577032213878607872,"¿Cuál Verdad? 

Cartilla Centro Democrático. Primera aproximación alternativa al informe de la Comisión de la Verda… https://t.co/N25ECUzrWg",178,281
169,1577032047990038528,"¿Cuál Verdad? 

Cartilla CD. Primera aproximación alternativa al informe de la Comisión de la Verdad 

'Presente y… https://t.co/kIe946yrxw",167,255
170,1577026311792758784,"¿Cuál Verdad? 

Cartilla CD. Primera aproximación alternativa al informe de la Comisión de la Verdad 

'Informe de… https://t.co/RHDvpQzU1l",239,354
171,1577018912197472256,"¿Cuál Verdad? 

Cartilla CD. 1ra aproximación alternativa al informe de la Comisión de la Verdad 

'Reforma polític… https://t.co/W2lgZQ4W5U",193,272
172,1577015395894013952,"¿Cuál Verdad? 

Cartilla CD. Primera aproximación alternativa al informe de la Comisión de la Verdad 

'Despojo jur… https://t.co/b6MXnEXG7e",176,245
173,1577012190036381696,"¿Cuál Verdad? 

Cartilla CD. Primera aproximación alternativa al informe de la Comisión de la Verdad 

'¿Sobre los… https://t.co/bSYRmJ6GGh",285,483
174,1577011859395207168,"¿Cuál Verdad? 

Cartilla CD. Primera aproximación alternativa al informe de la Comisión de la Verdad 

'¿Por qué va… https://t.co/QBAbmHOhFn",221,346
175,1577001491361329152,"¿Cuál Verdad? 

Cartilla CD. Primera aproximación alternativa al informe de la Comisión de la Verdad 

'Santrich no… https://t.co/d19enuJNbo",207,314
176,1577001119532093440,"¿Cuál Verdad? 

Cartilla CD. Primera aproximación alternativa al informe de la Comisión de la Verdad 

La Comisión… https://t.co/79e3CG0CKn",263,411
177,1576990011475755008,"¿Cuál Verdad? 

Cartilla CD. Primera aproximación alternativa al informe de la Comisión de la Verdad 

'Héroes no v… https://t.co/W6Iovo7WhC",252,417
178,1576985046833328128,"¿Cuál Verdad? 

Cartilla CD. 1ra  aproximación alternativa al informe de la Comisión de la Verdad 

'La verdad pura… https://t.co/OJx7yc81Qy",294,460
179,1576977259608408069,"¿Cuál Verdad? 

Cartilla CD. 1ra aproximación alternativa al informe de la Comisión de la Verdad  

'La omisión de… https://t.co/L87xOsTCal",270,461
