user_id,edad,genero,pais,tipo_plan,cursos_inscritos,cursos_completados,horas_totales_plataforma,ultima_actividad_dias,nivel_satisfaccion,uso_dispositivo,contacto_soporte,churn
48,43,Femenino,Ecuador,Mensual,3,2,4.8,17,4,Mixto,1,0
49,19,Femenino,Colombia,Mensual,0,4,7.7,58,2,Mixto,1,0
50,37,Masculino,Perú,Gratis,2,1,23.5,22,2,Móvil,0,0
51,45,Masculino,México,Anual,3,4,4.4,3,2,Móvil,0,0
52,64,Femenino,Perú,Anual,3,3,17.4,52,1,Móvil,1,1
53,24,Masculino,Perú,Anual,0,4,2.4,82,2,PC,0,0
54,61,Otro,Chile,Mensual,5,1,13.8,39,2,Móvil,0,0
55,25,Femenino,Argentina,Mensual,2,2,5.9,39,2,Móvil,0,1
56,64,Femenino,Chile,Anual,5,3,5.5,50,1,PC,0,0
57,52,Masculino,Ecuador,Anual,3,1,6.1,8,4,PC,0,0
58,31,Masculino,México,Trimestral,3,1,27.9,22,5,PC,1,0
59,34,Masculino,Ecuador,Mensual,3,1,16.8,12,1,Móvil,0,0
60,53,Masculino,Colombia,Mensual,2,2,12.7,0,2,PC,0,0
61,57,Masculino,México,Trimestral,5,0,32.7,75,3,Móvil,0,1
62,21,Femenino,Chile,Gratis,2,5,3.8,9,1,PC,0,1
63,19,Femenino,Chile,Mensual,2,3,2.6,26,2,PC,0,0
64,23,Femenino,Ecuador,Trimestral,2,2,5.0,18,2,Móvil,1,0
65,59,Femenino,Chile,Trimestral,3,2,7.4,21,5,Móvil,0,0
66,21,Masculino,Chile,Mensual,2,2,17.3,88,1,PC,0,0
67,46,Femenino,Perú,Mensual,2,1,2.7,10,1,PC,0,1
68,35,Femenino,Colombia,Anual,2,1,5.5,74,5,Mixto,1,0
69,43,Masculino,Perú,Mensual,1,0,2.3,89,3,PC,0,1
70,61,Femenino,Chile,Trimestral,3,4,19.7,15,3,Móvil,0,0
71,51,Masculino,Argentina,Trimestral,0,1,1.8,28,4,Móvil,0,0
72,27,Femenino,Perú,Trimestral,1,4,5.4,29,4,Móvil,0,0
73,53,Otro,Chile,Trimestral,6,0,6.0,10,5,Móvil,0,0
74,31,Masculino,Chile,Mensual,1,2,10.5,56,1,Móvil,1,1
75,48,Femenino,Colombia,Mensual,5,1,3.2,64,2,Tablet,1,0
76,32,Femenino,Ecuador,Mensual,2,3,7.7,5,3,Móvil,0,0
77,25,Otro,México,Gratis,5,3,16.4,76,1,PC,0,1
78,31,Femenino,Perú,Gratis,3,1,6.9,34,4,Móvil,1,0
79,40,Femenino,Perú,Gratis,0,3,4.7,58,3,Móvil,0,0
80,57,Masculino,Perú,Trimestral,1,1,8.5,13,2,Móvil,0,0
81,38,Masculino,Chile,Gratis,3,1,32.7,42,4,Tablet,0,0
82,33,Masculino,Colombia,Gratis,0,2,2.1,45,2,Móvil,0,0
83,62,Otro,Chile,Gratis,1,2,0.6,21,4,PC,0,0
84,35,Femenino,Chile,Mensual,0,3,7.6,59,2,Móvil,0,1
85,64,Femenino,Ecuador,Gratis,4,2,13.3,84,3,Móvil,0,0
86,41,Otro,Argentina,Mensual,1,4,5.7,1,5,Móvil,0,0
87,43,Masculino,Colombia,Gratis,0,0,6.2,68,2,Móvil,1,1
88,42,Masculino,Perú,Trimestral,2,2,24.8,14,3,Móvil,0,0
89,62,Masculino,México,Anual,4,0,7.9,49,1,Móvil,1,0
90,58,Masculino,Perú,Anual,4,1,8.2,83,1,Móvil,0,1
91,46,Masculino,Chile,Mensual,4,2,15.3,89,4,Móvil,1,0
92,32,Femenino,Colombia,Mensual,1,2,6.5,55,5,Móvil,0,0
93,62,Masculino,Colombia,Mensual,3,2,5.1,62,4,PC,0,1
94,18,Masculino,Colombia,Mensual,2,2,11.9,87,2,Móvil,0,1
95,42,Masculino,Argentina,Mensual,1,5,4.8,34,5,Móvil,0,0
96,24,Masculino,Perú,Gratis,0,2,3.3,87,2,Móvil,0,0
97,26,Otro,Argentina,Trimestral,4,3,2.5,25,3,Mixto,1,0
98,41,Femenino,Ecuador,Gratis,2,1,13.1,85,5,PC,0,0
99,18,Otro,México,Mensual,2,2,34.3,26,1,Tablet,0,0
100,61,Masculino,Ecuador,Mensual,1,1,1.6,18,3,Móvil,0,0
101,25,Masculino,Chile,Mensual,3,1,6.2,36,3,Móvil,0,0
102,41,Femenino,Argentina,Trimestral,4,4,12.1,35,2,PC,0,1
103,28,Masculino,Argentina,Mensual,6,0,10.2,39,4,Móvil,1,0
104,34,Masculino,Ecuador,Mensual,2,0,11.5,62,2,Móvil,0,1
105,25,Masculino,Chile,Mensual,2,3,10.1,38,3,Móvil,0,0
106,52,Masculino,Colombia,Gratis,3,2,9.0,11,5,Móvil,0,0
107,52,Masculino,Chile,Mensual,2,4,19.9,43,1,Tablet,1,0
108,50,Masculino,Perú,Anual,1,1,4.1,79,3,Móvil,0,1
109,22,Femenino,Ecuador,Anual,1,2,2.5,47,4,PC,0,0
110,59,Masculino,Chile,Trimestral,2,2,12.8,78,4,Móvil,1,1
111,56,Masculino,Colombia,Gratis,3,2,3.6,32,5,Móvil,0,0
112,58,Femenino,Chile,Gratis,6,3,1.3,78,4,PC,0,0
113,45,Masculino,Argentina,Mensual,1,0,31.4,31,5,Tablet,1,1
114,24,Masculino,México,Trimestral,1,2,5.1,21,4,Móvil,0,0
115,26,Femenino,Argentina,Trimestral,2,1,23.2,5,2,Móvil,0,1
116,25,Masculino,México,Trimestral,3,3,1.3,29,1,Móvil,0,0
117,29,Masculino,Chile,Mensual,1,1,11.7,16,1,PC,0,0
118,51,Femenino,Perú,Gratis,3,1,5.5,1,3,Móvil,0,0
119,50,Masculino,Chile,Gratis,7,1,10.5,79,3,PC,1,0
120,40,Femenino,Colombia,Gratis,0,4,4.4,54,2,Mixto,1,0
121,41,Femenino,Chile,Mensual,1,0,10.2,11,2,Móvil,0,1
122,54,Masculino,México,Gratis,4,1,15.9,11,1,Mixto,0,0
123,52,Femenino,Argentina,Trimestral,3,2,6.9,50,3,Tablet,0,0
124,61,Femenino,Perú,Mensual,4,4,9.5,47,3,PC,0,0
125,57,Masculino,Chile,Mensual,1,3,2.9,38,1,PC,0,0
126,39,Femenino,Chile,Gratis,3,1,7.1,80,5,Móvil,0,0
127,44,Masculino,Argentina,Gratis,4,1,8.2,69,2,Móvil,0,1
128,52,Femenino,Perú,Trimestral,4,1,24.2,89,3,Móvil,0,0
129,18,Masculino,Ecuador,Mensual,3,1,3.5,0,1,Móvil,1,0
130,52,Femenino,Chile,Mensual,3,3,3.3,15,2,PC,0,1
131,54,Masculino,Chile,Trimestral,3,3,8.4,45,1,Tablet,0,1
132,64,Femenino,Ecuador,Mensual,2,2,6.7,62,5,Mixto,1,0
133,31,Masculino,México,Mensual,2,2,4.6,58,4,PC,0,0
134,20,Masculino,México,Trimestral,4,4,18.3,46,3,Móvil,1,0
135,18,Femenino,Colombia,Trimestral,3,1,3.0,15,2,Móvil,0,1
136,22,Femenino,Argentina,Mensual,2,1,1.7,45,1,Mixto,0,0
137,43,Femenino,Perú,Mensual,2,0,3.8,79,1,Tablet,0,1
138,31,Femenino,Chile,Mensual,4,1,14.6,38,2,PC,1,1
139,56,Femenino,Chile,Trimestral,1,3,12.1,49,3,Móvil,0,0
140,44,Femenino,Colombia,Mensual,6,4,8.3,48,3,PC,1,0
141,26,Masculino,Chile,Trimestral,3,3,1.8,25,1,Tablet,0,0
142,32,Femenino,Argentina,Trimestral,2,1,5.8,32,3,PC,0,0
143,32,Femenino,Colombia,Anual,3,3,8.4,19,4,Mixto,0,0
144,43,Otro,Argentina,Gratis,5,1,4.6,76,5,Móvil,0,0
145,59,Femenino,Colombia,Gratis,3,4,12.5,71,5,Mixto,0,1
146,30,Masculino,Chile,Gratis,2,4,1.0,81,4,PC,0,0
147,49,Masculino,Colombia,Trimestral,0,3,14.2,40,3,PC,0,0
148,56,Femenino,México,Mensual,4,0,6.6,10,1,Móvil,0,0
149,49,Femenino,Perú,Gratis,4,2,21.4,54,3,Móvil,0,0
150,21,Femenino,Chile,Gratis,3,1,21.9,46,2,PC,0,0
151,47,Femenino,Ecuador,Mensual,6,1,26.3,77,2,Móvil,0,1
152,54,Femenino,Perú,Gratis,3,1,8.3,49,3,Móvil,0,0
153,40,Masculino,Chile,Gratis,1,0,21.2,22,4,PC,0,0
154,56,Femenino,Perú,Mensual,1,3,10.9,60,2,Móvil,0,0
155,62,Masculino,México,Gratis,4,1,1.3,6,5,Móvil,1,0
156,32,Masculino,Perú,Gratis,3,2,4.1,14,1,Móvil,0,1
157,60,Femenino,Colombia,Trimestral,1,2,16.6,78,4,PC,0,0
158,46,Femenino,Perú,Trimestral,1,0,3.2,8,2,Móvil,0,1
159,53,Masculino,Chile,Mensual,1,2,10.8,84,1,PC,1,0
160,30,Masculino,Ecuador,Gratis,2,2,9.4,36,5,Móvil,0,0
161,49,Otro,Ecuador,Trimestral,3,1,4.2,58,2,Móvil,0,0
162,24,Masculino,Argentina,Mensual,1,4,49.5,27,2,Móvil,0,0
163,39,Femenino,Perú,Gratis,2,4,25.9,5,1,Móvil,0,0
164,45,Femenino,Ecuador,Gratis,2,2,5.9,9,1,Móvil,1,0
165,19,Femenino,Perú,Gratis,4,7,2.4,14,3,PC,0,0
166,59,Femenino,Ecuador,Mensual,2,1,6.4,87,2,Tablet,0,0
167,62,Masculino,Perú,Trimestral,3,2,12.1,3,5,Tablet,0,0
168,23,Femenino,Chile,Trimestral,3,3,3.7,57,1,Mixto,1,0
169,45,Masculino,Perú,Mensual,2,2,8.5,14,4,Móvil,0,0
170,45,Femenino,Chile,Mensual,3,3,7.5,36,2,PC,0,0
171,61,Masculino,Chile,Mensual,2,5,11.8,1,4,Móvil,0,0
172,61,Femenino,Argentina,Mensual,2,2,10.7,46,2,Móvil,1,0
173,37,Masculino,Ecuador,Gratis,1,0,7.5,27,1,Móvil,0,1
174,47,Masculino,Colombia,Mensual,5,2,4.8,68,3,Móvil,0,0
175,28,Masculino,Chile,Trimestral,8,2,18.3,86,2,Mixto,0,1
176,45,Masculino,Ecuador,Mensual,4,4,13.2,72,1,PC,0,0
177,42,Femenino,México,Trimestral,1,1,14.0,70,1,PC,0,1
178,56,Masculino,Perú,Mensual,5,0,2.9,67,1,Móvil,0,1
179,50,Otro,México,Mensual,4,2,9.1,18,4,PC,0,0
180,18,Otro,Perú,Gratis,1,1,11.6,7,1,Móvil,0,0
181,44,Femenino,Argentina,Mensual,5,0,4.8,30,4,Mixto,0,0
182,30,Masculino,Chile,Trimestral,1,3,9.8,13,5,Móvil,0,0
183,58,Masculino,Colombia,Mensual,3,4,6.7,28,3,Móvil,1,0
184,20,Femenino,Chile,Gratis,3,6,6.9,8,1,PC,0,0
185,56,Masculino,Perú,Gratis,5,1,2.7,69,5,PC,1,1
186,23,Masculino,Colombia,Mensual,2,2,5.1,59,1,Mixto,0,1
187,25,Femenino,Chile,Mensual,1,4,21.2,44,5,PC,0,0
188,44,Femenino,Colombia,Mensual,1,0,11.5,73,1,Móvil,0,1
189,26,Femenino,Perú,Anual,0,1,18.3,53,3,Móvil,0,0
190,54,Masculino,Argentina,Trimestral,5,2,16.3,44,1,Móvil,0,1
191,50,Femenino,Argentina,Mensual,5,4,1.8,2,4,Móvil,0,0
192,59,Masculino,Chile,Gratis,2,4,10.4,75,1,Móvil,0,0
193,61,Masculino,México,Gratis,3,2,9.7,35,2,PC,0,0
194,41,Femenino,Perú,Mensual,3,1,29.7,10,4,PC,0,0
195,32,Masculino,Chile,Trimestral,1,2,9.5,72,5,Tablet,0,0
196,49,Masculino,Chile,Trimestral,2,2,8.7,5,1,PC,0,0
197,49,Masculino,Argentina,Mensual,3,1,3.4,75,1,PC,0,1
198,41,Femenino,Colombia,Gratis,7,2,9.4,40,1,Móvil,0,0
199,58,Femenino,Perú,Anual,4,2,10.2,71,2,Móvil,0,1
200,29,Femenino,Colombia,Anual,2,2,3.7,40,3,Tablet,1,0
201,56,Femenino,Ecuador,Mensual,2,2,13.7,76,3,PC,0,1
202,19,Masculino,Ecuador,Gratis,1,4,12.9,61,4,Móvil,0,0
203,20,Femenino,Perú,Mensual,2,4,21.5,8,4,Móvil,0,0
204,54,Masculino,México,Trimestral,4,1,5.3,83,2,PC,1,1
205,34,Masculino,Ecuador,Mensual,1,2,7.2,9,2,PC,0,0
206,19,Femenino,Argentina,Trimestral,7,3,16.0,40,2,Móvil,0,0
207,19,Otro,México,Gratis,1,2,4.2,26,5,Móvil,1,0
208,45,Masculino,Chile,Gratis,4,5,14.4,52,2,Móvil,0,1
209,40,Masculino,Ecuador,Gratis,2,1,15.2,3,2,PC,0,0
210,54,Masculino,Argentina,Anual,1,1,8.3,9,2,Móvil,0,0
211,49,Masculino,Chile,Mensual,7,2,8.5,48,2,PC,0,0
212,50,Otro,México,Trimestral,5,1,8.1,18,3,Móvil,0,0
213,18,Femenino,Perú,Gratis,4,2,10.7,73,1,PC,0,1
214,36,Femenino,Chile,Anual,4,0,8.5,49,1,Mixto,0,0
215,19,Femenino,Colombia,Trimestral,3,1,3.8,47,3,PC,1,0
216,61,Masculino,Perú,Gratis,5,1,4.2,22,2,PC,0,0
217,43,Femenino,Perú,Trimestral,2,0,7.9,8,5,Móvil,1,0
218,49,Masculino,México,Gratis,3,0,9.5,65,5,Mixto,0,1
219,23,Femenino,México,Gratis,5,0,7.8,18,4,PC,0,1
220,49,Otro,Argentina,Gratis,5,3,15.1,71,1,PC,1,1
221,21,Femenino,Argentina,Anual,3,1,9.4,89,4,Móvil,0,0
222,28,Masculino,Colombia,Anual,2,2,28.1,50,2,Móvil,1,1
223,34,Femenino,Perú,Mensual,0,2,8.5,10,4,Móvil,0,0
224,55,Masculino,Colombia,Trimestral,3,3,14.3,2,2,PC,0,0
225,41,Masculino,Colombia,Mensual,2,0,7.2,60,4,Móvil,0,0
226,22,Masculino,México,Trimestral,0,1,7.7,81,3,Móvil,0,0
227,51,Masculino,Colombia,Gratis,1,3,4.0,16,2,Móvil,0,0
228,23,Femenino,Colombia,Mensual,1,2,12.6,72,5,PC,0,0
229,39,Femenino,Chile,Mensual,2,3,1.4,29,2,PC,0,1
230,28,Otro,Argentina,Gratis,3,3,1.6,79,5,Móvil,0,0
231,33,Femenino,Argentina,Mensual,1,0,6.5,7,5,Móvil,0,0
232,50,Femenino,Perú,Mensual,2,2,14.6,40,4,Mixto,1,0
233,26,Masculino,Argentina,Gratis,5,2,10.6,25,1,Móvil,0,1
234,23,Masculino,Ecuador,Anual,6,0,26.7,4,1,Móvil,0,1
235,33,Femenino,Perú,Gratis,5,1,3.7,68,1,Mixto,1,1
236,46,Masculino,Chile,Anual,6,0,5.0,23,5,Móvil,0,0
237,20,Femenino,Argentina,Gratis,1,1,2.6,77,1,Móvil,0,1
238,37,Masculino,Chile,Gratis,1,1,10.5,68,2,Móvil,0,1
239,53,Masculino,Argentina,Gratis,7,0,7.0,35,2,Móvil,0,1
240,36,Masculino,Argentina,Trimestral,2,2,5.2,88,2,PC,0,1
241,43,Masculino,Chile,Trimestral,2,1,5.2,16,5,Móvil,0,0
242,20,Masculino,Colombia,Gratis,3,1,1.5,69,5,PC,1,0
243,36,Femenino,Colombia,Gratis,4,0,16.1,70,1,Móvil,0,1
244,37,Masculino,Colombia,Mensual,4,3,9.9,45,4,PC,0,0
245,49,Femenino,Ecuador,Mensual,2,5,11.7,78,5,Mixto,0,0
246,24,Masculino,Colombia,Trimestral,1,0,33.2,69,3,PC,1,1
247,58,Masculino,Argentina,Gratis,3,0,25.6,31,2,Móvil,0,1
248,50,Masculino,México,Mensual,2,1,13.4,59,2,Móvil,0,0
249,57,Femenino,Chile,Trimestral,4,5,9.9,41,1,Móvil,0,0
250,56,Masculino,México,Anual,5,3,7.9,39,4,Móvil,1,0
251,35,Femenino,Ecuador,Mensual,1,3,14.4,26,2,Tablet,0,1
252,57,Masculino,México,Gratis,7,4,5.4,4,5,Móvil,0,0
253,18,Femenino,Perú,Gratis,3,0,8.0,60,4,PC,0,0
254,28,Masculino,Colombia,Mensual,1,1,11.8,60,2,Móvil,0,0
255,45,Femenino,Ecuador,Mensual,8,1,2.3,79,1,Móvil,0,1
256,42,Femenino,Argentina,Trimestral,2,1,3.6,51,1,Tablet,0,0
257,40,Otro,Colombia,Trimestral,3,2,2.7,74,1,PC,0,1
258,48,Masculino,Colombia,Mensual,3,1,7.2,88,5,Móvil,0,0
259,47,Masculino,México,Mensual,6,1,14.2,65,1,Móvil,0,1
260,59,Masculino,Perú,Mensual,2,0,7.5,6,3,Tablet,0,0
261,52,Femenino,Colombia,Gratis,4,2,3.6,37,5,PC,0,0
262,24,Femenino,Chile,Gratis,1,3,2.2,50,3,Tablet,1,0
263,33,Femenino,Chile,Mensual,4,3,9.5,0,1,Móvil,0,1
264,43,Masculino,Colombia,Gratis,2,3,8.7,81,4,Mixto,0,0
265,19,Masculino,México,Gratis,3,2,23.5,75,5,PC,0,0
266,18,Masculino,México,Gratis,7,2,4.0,48,3,Móvil,0,0
267,29,Otro,Argentina,Gratis,4,3,11.1,71,5,PC,0,1
268,22,Femenino,Ecuador,Gratis,4,2,25.1,19,3,PC,0,0
269,54,Otro,Ecuador,Mensual,5,3,18.5,41,5,Tablet,0,0
270,49,Masculino,Ecuador,Mensual,0,1,1.1,15,2,Móvil,0,0
271,26,Femenino,Perú,Mensual,3,4,8.5,32,3,PC,0,0
272,58,Femenino,México,Mensual,1,2,8.5,88,3,PC,0,1
273,52,Masculino,Argentina,Anual,5,3,20.9,82,5,Móvil,0,0
274,36,Femenino,Chile,Gratis,1,1,5.2,15,4,PC,1,0
275,33,Otro,Ecuador,Mensual,4,3,25.5,15,2,Móvil,0,1
276,20,Femenino,Chile,Gratis,4,1,7.8,47,3,Móvil,0,0
277,37,Femenino,Chile,Mensual,1,1,9.7,88,1,PC,0,1
278,41,Masculino,Colombia,Anual,7,6,21.0,54,1,Móvil,1,1
279,50,Masculino,Perú,Trimestral,4,2,6.6,27,5,PC,0,0
280,41,Otro,Argentina,Mensual,1,3,15.8,72,4,Móvil,0,1
281,28,Masculino,Perú,Mensual,1,3,2.7,81,2,PC,0,1
282,25,Femenino,Colombia,Mensual,1,2,17.5,22,3,Mixto,1,0
283,53,Femenino,Argentina,Gratis,5,2,3.3,29,1,PC,0,0
284,55,Femenino,Argentina,Mensual,3,1,4.8,60,3,Tablet,0,0
285,57,Otro,México,Mensual,1,2,2.7,87,1,Móvil,0,1
286,37,Masculino,Perú,Mensual,4,5,22.9,74,5,PC,0,0
287,52,Masculino,Perú,Gratis,7,2,12.0,25,5,PC,0,0
288,42,Masculino,México,Trimestral,1,1,10.3,10,3,PC,1,0
289,52,Masculino,Chile,Gratis,3,3,3.0,19,5,PC,0,0
290,42,Masculino,Colombia,Gratis,2,1,10.0,43,2,Móvil,0,0
291,46,Masculino,Perú,Mensual,1,2,9.2,17,5,Mixto,0,0
292,35,Femenino,México,Gratis,3,3,2.0,33,2,PC,1,1
293,63,Otro,Argentina,Trimestral,2,2,3.2,3,5,PC,0,0
294,35,Masculino,Ecuador,Mensual,4,0,4.2,84,3,PC,0,0
295,19,Masculino,México,Trimestral,1,1,5.7,89,2,PC,1,1
296,52,Otro,Ecuador,Mensual,3,3,15.9,13,4,PC,0,0
297,33,Masculino,Chile,Trimestral,1,4,1.7,89,3,Móvil,0,1
298,58,Masculino,Colombia,Trimestral,1,1,27.5,12,2,Móvil,0,0
299,53,Masculino,Ecuador,Mensual,3,5,24.1,89,1,Móvil,1,1
300,50,Femenino,Chile,Mensual,2,1,4.6,40,1,PC,1,0
301,21,Masculino,Ecuador,Trimestral,7,1,10.3,78,4,Móvil,0,1
302,50,Otro,Argentina,Gratis,6,5,10.2,56,1,PC,0,0
303,31,Masculino,Argentina,Mensual,1,1,9.9,86,3,PC,0,0
304,38,Femenino,Argentina,Gratis,2,2,7.3,21,2,Tablet,0,1
305,37,Masculino,Argentina,Gratis,2,4,13.4,9,3,Móvil,0,0
306,25,Femenino,México,Gratis,2,1,10.0,68,5,PC,0,0
307,24,Femenino,Argentina,Mensual,1,2,9.7,67,5,Tablet,0,0
308,20,Femenino,Argentina,Mensual,2,0,3.3,49,1,Móvil,0,0
309,34,Femenino,México,Gratis,2,2,15.8,15,4,PC,1,0
310,50,Femenino,Argentina,Trimestral,2,3,13.5,10,4,Mixto,0,0
311,29,Otro,Chile,Mensual,2,1,1.0,67,5,PC,1,0
312,39,Femenino,Chile,Anual,2,2,12.6,86,4,Móvil,0,0
313,39,Femenino,Perú,Anual,0,3,16.5,66,4,Móvil,0,1
314,63,Masculino,Chile,Trimestral,1,0,2.0,19,1,Móvil,1,0
315,47,Masculino,Colombia,Anual,4,0,14.2,64,3,Mixto,0,1
316,55,Masculino,Colombia,Trimestral,3,3,11.6,32,3,Mixto,0,0
317,55,Femenino,Colombia,Trimestral,3,1,4.1,9,2,PC,1,1
318,62,Masculino,México,Gratis,5,2,14.0,66,3,Tablet,0,0
319,25,Masculino,Chile,Mensual,4,2,10.3,54,3,Móvil,0,0
320,44,Femenino,Colombia,Trimestral,0,1,14.5,31,1,Móvil,0,0
321,44,Femenino,Perú,Mensual,3,2,7.0,44,1,PC,0,0
322,51,Otro,México,Trimestral,2,1,1.9,58,3,Mixto,0,0
323,38,Masculino,Perú,Trimestral,3,3,8.3,30,2,PC,0,0
324,47,Femenino,Chile,Gratis,6,5,9.1,84,3,Mixto,0,0
325,50,Masculino,Argentina,Trimestral,2,1,9.9,87,3,PC,0,0
326,45,Masculino,Perú,Gratis,4,3,8.6,87,5,Móvil,1,0
327,64,Masculino,Argentina,Mensual,5,0,4.6,51,2,Mixto,0,1
328,50,Masculino,México,Mensual,6,1,7.1,9,3,Móvil,1,0
329,22,Masculino,Perú,Gratis,2,2,3.7,5,1,Móvil,0,1
330,36,Femenino,Perú,Mensual,3,2,6.5,0,3,PC,0,0
331,21,Masculino,Ecuador,Mensual,1,0,7.8,45,4,Móvil,1,0
332,52,Femenino,México,Gratis,5,2,4.5,73,5,PC,1,1
333,34,Femenino,México,Trimestral,6,0,3.2,29,5,Móvil,0,1
334,61,Masculino,Colombia,Mensual,4,2,11.0,78,5,PC,1,1
335,45,Femenino,Chile,Mensual,3,3,3.6,77,2,PC,1,1
336,47,Masculino,Perú,Gratis,4,3,10.0,62,5,Móvil,1,0
337,46,Femenino,Perú,Trimestral,8,2,19.8,87,3,Mixto,0,1
338,63,Masculino,México,Trimestral,2,5,10.7,62,2,PC,0,1
339,23,Masculino,México,Gratis,5,2,12.0,73,4,Tablet,0,0
340,52,Masculino,Chile,Gratis,2,3,9.2,89,1,Móvil,1,1
341,58,Femenino,México,Trimestral,4,0,5.7,0,5,Móvil,0,0
342,54,Otro,Argentina,Mensual,4,1,9.7,19,3,Mixto,0,0
343,41,Masculino,Argentina,Gratis,2,1,6.8,28,2,Móvil,0,1
344,46,Femenino,Ecuador,Mensual,3,1,18.2,33,3,Móvil,1,0
345,63,Femenino,Argentina,Mensual,5,2,14.8,65,5,PC,0,1
346,48,Otro,Argentina,Trimestral,2,1,6.9,65,1,PC,0,1
347,52,Femenino,Chile,Gratis,3,5,4.2,1,2,PC,0,1
348,50,Femenino,Perú,Mensual,1,0,6.6,71,3,PC,1,1
349,38,Femenino,Argentina,Gratis,5,0,6.7,53,2,Móvil,0,1
350,49,Femenino,Ecuador,Anual,1,2,5.6,88,5,PC,0,0
351,40,Masculino,México,Trimestral,3,2,3.7,17,5,Móvil,0,0
352,50,Masculino,Argentina,Trimestral,2,0,9.9,80,4,PC,0,1
353,20,Masculino,Ecuador,Mensual,5,3,6.7,29,4,PC,0,0
354,35,Femenino,Chile,Mensual,6,2,0.9,7,5,Móvil,0,0
355,42,Femenino,México,Anual,1,0,12.4,41,2,Móvil,0,0
356,59,Masculino,Ecuador,Gratis,6,3,11.6,28,3,Móvil,0,0
